style_id,rank,stage,municipality_id,district_scope,category_id,自治体正式名称,evidence_role,official_color_label,display_color,color_status,color_basis,semantic_fit,ui_selection,source_id,source_url,source_locator,checked_date,reviewer,note
STY-M106-003,8,B,M106,MUNICIPALITY_WIDE,C-M106-03,容器包装類,OFFICIAL_POSTER_GUIDE,,,NOT_CONFIRMED,投影親の子区分で桃色と青色が併存,MULTI_METHOD_CATEGORY,NOT_APPLICABLE,SS-M106-01,https://www.akitakata.jp/akitakata-media/filer_public/71/1c/711ce7e9-446c-47c7-bc0c-f55db381fc25/gomino-wake-hou-dashikata-20214.pdf,ポスター 容器包装類の紙パック・プラ・PET各行,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,単一の親色を確認できない。空欄を維持し推測しない。
STY-M106-004,8,B,M106,MUNICIPALITY_WIDE,C-M106-07,燃えないごみ,OFFICIAL_POSTER_GUIDE,青色系,#2C6AAC,OFFICIAL_DERIVED,公式ポスターで4子区分に反復する青色,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M106-01,https://www.akitakata.jp/akitakata-media/filer_public/71/1c/711ce7e9-446c-47c7-bc0c-f55db381fc25/gomino-wake-hou-dashikata-20214.pdf,ポスター 燃えないごみ4小区分の見出し帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M106-005,8,B,M106,MUNICIPALITY_WIDE,C-M106-12,有害ごみ,OFFICIAL_POSTER_GUIDE,黄色系,#D4C32A,OFFICIAL_DERIVED,公式ポスターの区分背景帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M106-01,https://www.akitakata.jp/akitakata-media/filer_public/71/1c/711ce7e9-446c-47c7-bc0c-f55db381fc25/gomino-wake-hou-dashikata-20214.pdf,ポスター 有害ごみ背景帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M109-001,9,B,M109,MUNICIPALITY_WIDE,C-M109-01,可燃ごみ,STATION_SIGN,赤色系,#E50713,OFFICIAL_DERIVED,公式資料のステーション識別帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M109-01,https://www.town.kaita.lg.jp/uploaded/life/44980_122640_misc.pdf,1頁 可燃ごみステーション左帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M109-002,9,B,M109,MUNICIPALITY_WIDE,C-M109-02,埋立ごみ,OFFICIAL_POSTER_GUIDE,紫色系,#8D4C9B,OFFICIAL_DERIVED,公式資料の区分識別帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M109-01,https://www.town.kaita.lg.jp/uploaded/life/44980_122640_misc.pdf,1頁 埋立ごみ種別帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M109-003,9,B,M109,MUNICIPALITY_WIDE,C-M109-03,資源物,OFFICIAL_POSTER_GUIDE,,,NOT_CONFIRMED,同一category内で緑・青・黄橙の意味色が併存,CONFLICTING_EVIDENCE,NOT_APPLICABLE,SS-M109-01,https://www.town.kaita.lg.jp/uploaded/life/44980_122640_misc.pdf,1頁 資源物の白トレイ・資源回収ステーション・品目帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,単一色へ誤統合せず未確認とする。
STY-M109-005,9,B,M109,MUNICIPALITY_WIDE,C-M109-03,資源物,OFFICIAL_POSTER_GUIDE,緑色系,#4CA13C,OFFICIAL_DERIVED,同一公式PDF内の用途別視覚表現,CONFLICTING_EVIDENCE,SUPPORTING,SS-M109-01,https://www.town.kaita.lg.jp/uploaded/life/44980_122640_misc.pdf,1頁上段 白トレイの資源物帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,白トレイ経路では緑。 PDF画像からの近似値。自治体公式HEXではない。
STY-M109-006,9,B,M109,MUNICIPALITY_WIDE,C-M109-03,資源物,STATION_SIGN,青色系,#2B9DD5,OFFICIAL_DERIVED,同一公式PDF内の用途別視覚表現,CONFLICTING_EVIDENCE,SUPPORTING,SS-M109-01,https://www.town.kaita.lg.jp/uploaded/life/44980_122640_misc.pdf,1頁下段 資源回収ステーション左帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,資源回収ステーションでは青。 PDF画像からの近似値。自治体公式HEXではない。
STY-M109-007,9,B,M109,MUNICIPALITY_WIDE,C-M109-03,資源物,OFFICIAL_POSTER_GUIDE,黄橙色系,#CFAB40,OFFICIAL_DERIVED,同一公式PDF内の用途別視覚表現,CONFLICTING_EVIDENCE,SUPPORTING,SS-M109-01,https://www.town.kaita.lg.jp/uploaded/life/44980_122640_misc.pdf,1頁下段 資源物種別帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,資源品目見出しでは黄橙。 PDF画像からの近似値。自治体公式HEXではない。
STY-M109-004,9,B,M109,MUNICIPALITY_WIDE,C-M109-09,有害ごみ,OFFICIAL_POSTER_GUIDE,緑色系,#4CA13C,OFFICIAL_DERIVED,公式資料の区分識別帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M109-01,https://www.town.kaita.lg.jp/uploaded/life/44980_122640_misc.pdf,1頁 有害ごみ種別帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M107-001,10,B,M107,MUNICIPALITY_WIDE,C-M107-01,燃えるごみ,OFFICIAL_POSTER_GUIDE,赤橙色系,#E63C12,OFFICIAL_DERIVED,令和8年度公式ポスターの区分帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M107-01,https://www.city.etajima.hiroshima.jp/cms/articles/download/11923/1/R8_nihonngo.pdf,区分帯 燃えるごみ,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M107-002,10,B,M107,MUNICIPALITY_WIDE,C-M107-02,燃えないごみ（埋立てるごみ）,OFFICIAL_POSTER_GUIDE,青色系,#1E5AA8,OFFICIAL_DERIVED,令和8年度公式ポスターの区分帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M107-01,https://www.city.etajima.hiroshima.jp/cms/articles/download/11923/1/R8_nihonngo.pdf,区分帯 燃えないごみ,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M107-003,10,B,M107,MUNICIPALITY_WIDE,C-M107-05,資源ごみ（びん・缶）,OFFICIAL_POSTER_GUIDE,緑色系,#009E70,OFFICIAL_DERIVED,令和8年度公式ポスターの区分帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M107-01,https://www.city.etajima.hiroshima.jp/cms/articles/download/11923/1/R8_nihonngo.pdf,区分帯 資源ごみ びん・缶,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M107-004,10,B,M107,MUNICIPALITY_WIDE,C-M107-06,資源ごみ（古紙・布類）,OFFICIAL_POSTER_GUIDE,緑色系,#009E70,OFFICIAL_DERIVED,令和8年度公式ポスターの区分帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M107-01,https://www.city.etajima.hiroshima.jp/cms/articles/download/11923/1/R8_nihonngo.pdf,区分帯 資源ごみ 古紙・布類,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M107-005,10,B,M107,MUNICIPALITY_WIDE,C-M107-07,資源ごみ（ペットボトル）,OFFICIAL_POSTER_GUIDE,緑色系,#009E70,OFFICIAL_DERIVED,令和8年度公式ポスターの区分帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M107-01,https://www.city.etajima.hiroshima.jp/cms/articles/download/11923/1/R8_nihonngo.pdf,区分帯 資源ごみ ペットボトル,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M107-006,10,B,M107,MUNICIPALITY_WIDE,C-M107-08,有害・危険ごみ,OFFICIAL_POSTER_GUIDE,紫色系,#92278F,OFFICIAL_DERIVED,令和8年度公式ポスターの区分帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M107-01,https://www.city.etajima.hiroshima.jp/cms/articles/download/11923/1/R8_nihonngo.pdf,区分帯 有害・危険ごみ,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
