style_id,rank,stage,municipality_id,district_scope,category_id,自治体正式名称,evidence_role,official_color_label,display_color,color_status,color_basis,semantic_fit,ui_selection,source_id,source_url,source_locator,checked_date,reviewer,note
STY-M104-008,3,A,M104,MUNICIPALITY_WIDE,C-M104-09,リサイクルプラ,OFFICIAL_POSTER_GUIDE,水色系,#35B8D2,OFFICIAL_DERIVED,公式ごみブック区分枠の視覚表現,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M104-01,https://www.city.higashihiroshima.lg.jp/material/files/group/18/gomibook_all.pdf,5頁 リサイクルプラ区分枠,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。紫指定袋は別の共有観測として保持。
STY-M104-016,3,A,M104,MUNICIPALITY_WIDE,C-M104-09,リサイクルプラ,DESIGNATED_BAG,紫色,,OFFICIAL_CONFIRMED,公式資料に記載された色名,SHARED_COLLECTION_GROUP,SUPPORTING,SS-M104-01,https://www.city.higashihiroshima.lg.jp/material/files/group/18/gomibook_all.pdf,11頁 リサイクルプラ指定袋,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,その他プラ・ビン缶・PET・リサイクルプラで共通。
STY-M104-009,3,A,M104,MUNICIPALITY_WIDE,C-M104-10,有害ごみ,OFFICIAL_POSTER_GUIDE,淡桃色系,#F294A8,OFFICIAL_DERIVED,公式ごみブック区分枠の視覚表現,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M104-01,https://www.city.higashihiroshima.lg.jp/material/files/group/18/gomibook_all.pdf,5頁 有害ごみ区分枠,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。オレンジ指定袋は別の共有観測として保持。
STY-M104-012,3,A,M104,MUNICIPALITY_WIDE,C-M104-10,有害ごみ,DESIGNATED_BAG,オレンジ色,,OFFICIAL_CONFIRMED,公式資料に記載された色名,SHARED_COLLECTION_GROUP,SUPPORTING,SS-M104-01,https://www.city.higashihiroshima.lg.jp/material/files/group/18/gomibook_all.pdf,10頁 有害ごみ指定袋,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,燃やせるごみ・危険ごみ・有害ごみで共通。
STY-M095-001,5,A,M095,MUNICIPALITY_WIDE,C-M095-01,燃えるごみ,OFFICIAL_CALENDAR,桃色系,#F29091,OFFICIAL_DERIVED,公式カレンダー凡例の反復色,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M095-01,https://www.city.kure.lg.jp/uploaded/attachment/108241.pdf,上部凡例 もえるごみ・各月反復セル,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M095-002,5,A,M095,MUNICIPALITY_WIDE,C-M095-02,燃えないごみ,OFFICIAL_CALENDAR,淡青色系,#B8D3E8,OFFICIAL_DERIVED,公式カレンダー凡例の反復色,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M095-01,https://www.city.kure.lg.jp/uploaded/attachment/108241.pdf,上部凡例 もえないごみ・各月反復セル,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M095-003,5,A,M095,MUNICIPALITY_WIDE,C-M095-04,プラスチック資源,OFFICIAL_CALENDAR,淡緑色系,#ABCD93,OFFICIAL_DERIVED,公式カレンダー凡例の反復色,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M095-01,https://www.city.kure.lg.jp/uploaded/attachment/108241.pdf,上部凡例 プラ資源・各月反復セル,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M095-004,5,A,M095,MUNICIPALITY_WIDE,C-M095-05,資源物（びん類・缶類・ペットボトル）,OFFICIAL_CALENDAR,灰白色系,#D5D5D5,OFFICIAL_DERIVED,公式カレンダー凡例の反復色,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M095-01,https://www.city.kure.lg.jp/uploaded/attachment/108241.pdf,上部凡例 缶・びん・ペットボトル・各月反復セル,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M095-005,5,A,M095,MUNICIPALITY_WIDE,C-M095-06,資源物（紙類）,OFFICIAL_CALENDAR,黄色系,#F1D56D,OFFICIAL_DERIVED,公式カレンダー凡例の反復色,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M095-01,https://www.city.kure.lg.jp/uploaded/attachment/108241.pdf,上部凡例 紙類・各月反復セル,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M095-006,5,A,M095,MUNICIPALITY_WIDE,C-M095-07,有害・危険ごみ,OFFICIAL_CALENDAR,赤色系,#D74A4A,OFFICIAL_DERIVED,公式カレンダー凡例の反復色,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M095-01,https://www.city.kure.lg.jp/uploaded/attachment/108241.pdf,上部凡例 有害・危険・各月反復セル,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M097-001,6,B,M097,MUNICIPALITY_WIDE,C-M097-01,もやすごみ,STATION_SIGN,桃色系,#E8B8DE,OFFICIAL_DERIVED,公式ステーション看板の背景帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M097-01,https://www.city.mihara.hiroshima.jp/uploaded/life/115378_353536_misc.pdf,看板 もやすごみ背景帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M097-002,6,B,M097,MUNICIPALITY_WIDE,C-M097-02,不燃物,STATION_SIGN,淡黄色系,#EDF1AE,OFFICIAL_DERIVED,公式ステーション看板の背景帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M097-01,https://www.city.mihara.hiroshima.jp/uploaded/life/115378_353536_misc.pdf,看板 不燃物背景帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M097-003,6,B,M097,MUNICIPALITY_WIDE,C-M097-03,びん・飲料缶,STATION_SIGN,淡緑色系,#B6DEB0,OFFICIAL_DERIVED,公式ステーション看板の背景帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M097-01,https://www.city.mihara.hiroshima.jp/uploaded/life/115378_353536_misc.pdf,看板 びん・飲料缶背景帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M097-004,6,B,M097,MUNICIPALITY_WIDE,C-M097-04,ペットボトル,STATION_SIGN,淡水色系,#A8E1EF,OFFICIAL_DERIVED,公式ステーション看板の背景帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M097-01,https://www.city.mihara.hiroshima.jp/uploaded/life/115378_353536_misc.pdf,看板 ペットボトル背景帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M097-005,6,B,M097,MUNICIPALITY_WIDE,C-M097-05,容器包装プラスチック,STATION_SIGN,黄緑色系,#DDEEC6,OFFICIAL_DERIVED,公式ステーション看板の背景帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M097-01,https://www.city.mihara.hiroshima.jp/uploaded/life/115378_353536_misc.pdf,看板 容器包装プラスチック背景帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M097-006,6,B,M097,MUNICIPALITY_WIDE,C-M097-06,発火性危険ごみ,STATION_SIGN,黄緑色系,#91CE52,OFFICIAL_DERIVED,公式ステーション看板の小区分帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M097-01,https://www.city.mihara.hiroshima.jp/uploaded/life/115378_353536_misc.pdf,看板 発火性危険ごみ小区分,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M097-007,6,B,M097,MUNICIPALITY_WIDE,C-M097-07,電池,STATION_SIGN,青色系,#60A5C3,OFFICIAL_DERIVED,公式ステーション看板の小区分帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M097-01,https://www.city.mihara.hiroshima.jp/uploaded/life/115378_353536_misc.pdf,看板 電池小区分,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M097-008,6,B,M097,MUNICIPALITY_WIDE,C-M097-08,電池の外せない小型家電・充電式小型家電,STATION_SIGN,灰色系,#A19F9F,OFFICIAL_DERIVED,公式ステーション看板の小区分帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M097-01,https://www.city.mihara.hiroshima.jp/uploaded/life/115378_353536_misc.pdf,看板 電池の外せない小型家電小区分,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M097-009,6,B,M097,MUNICIPALITY_WIDE,C-M097-09,蛍光灯（有害ごみ）,STATION_SIGN,黄色系,#F0DF36,OFFICIAL_DERIVED,公式ステーション看板の小区分帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M097-01,https://www.city.mihara.hiroshima.jp/uploaded/life/115378_353536_misc.pdf,看板 蛍光灯小区分,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M105-001,7,B,M105,MUNICIPALITY_WIDE,C-M105-01,燃やせるごみ,DESIGNATED_BAG,黄色,#DFCDA2,OFFICIAL_DERIVED,公式色名と指定袋画像,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M105-01,https://www.city.hatsukaichi.hiroshima.jp/uploaded/attachment/81152.pdf,ポスター 燃やせるごみ・黄色の指定袋,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,黄色という公式記載を確認し、表示値はPDF画像からの近似値。自治体公式HEXではない。
STY-M105-002,7,B,M105,MUNICIPALITY_WIDE,C-M105-02,資源ごみ,OFFICIAL_POSTER_GUIDE,,,NOT_CONFIRMED,資源ごみ親は白色袋・ひも束・複数排出方法,MULTI_METHOD_CATEGORY,NOT_APPLICABLE,SS-M105-01,https://www.city.hatsukaichi.hiroshima.jp/uploaded/attachment/81152.pdf,ポスター 資源ごみ(1)から(5),2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,単一の親色を確認できない。空欄を維持し推測しない。
STY-M105-003,7,B,M105,MUNICIPALITY_WIDE,C-M105-08,埋立ごみ,DESIGNATED_BAG,白色,#FFFFFF,OFFICIAL_DERIVED,公式色名と指定袋画像,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M105-01,https://www.city.hatsukaichi.hiroshima.jp/uploaded/attachment/81152.pdf,ポスター 埋立ごみ・白色の指定袋,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,白色という公式記載を確認し、表示値はPDF画像からの近似値。自治体公式HEXではない。
STY-M105-004,7,B,M105,MUNICIPALITY_WIDE,C-M105-10,小型および複雑ごみ,DESIGNATED_BAG,緑色,#B6DEB0,OFFICIAL_DERIVED,公式色名と指定袋画像,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M105-01,https://www.city.hatsukaichi.hiroshima.jp/uploaded/attachment/81152.pdf,ポスター 小型および複雑ごみ・緑色の指定袋,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,緑色という公式記載を確認し、表示値はPDF画像からの近似値。自治体公式HEXではない。
STY-M105-005,7,B,M105,MUNICIPALITY_WIDE,C-M105-11,有害ごみ,DESIGNATED_BAG,白色,#FFFFFF,OFFICIAL_DERIVED,公式色名と指定袋画像,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M105-01,https://www.city.hatsukaichi.hiroshima.jp/uploaded/attachment/81152.pdf,ポスター 有害ごみ・白色の指定袋,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,白色という公式記載を確認し、表示値はPDF画像からの近似値。自治体公式HEXではない。
STY-M106-001,8,B,M106,MUNICIPALITY_WIDE,C-M106-01,燃えるごみ,OFFICIAL_POSTER_GUIDE,,,NOT_CONFIRMED,公式ポスターは白地で専用色を識別できない,NO_SEMANTIC_COLOR,NOT_APPLICABLE,SS-M106-01,https://www.akitakata.jp/akitakata-media/filer_public/71/1c/711ce7e9-446c-47c7-bc0c-f55db381fc25/gomino-wake-hou-dashikata-20214.pdf,ポスター 燃えるごみ行,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,単なる紙面地色を公式分別色にしない。
STY-M106-002,8,B,M106,MUNICIPALITY_WIDE,C-M106-02,古紙類,OFFICIAL_POSTER_GUIDE,淡黄色系,#F3E8B8,OFFICIAL_DERIVED,公式ポスターの区分背景帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M106-01,https://www.akitakata.jp/akitakata-media/filer_public/71/1c/711ce7e9-446c-47c7-bc0c-f55db381fc25/gomino-wake-hou-dashikata-20214.pdf,ポスター 古紙類背景帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M106-003,8,B,M106,MUNICIPALITY_WIDE,C-M106-03,容器包装類,OFFICIAL_POSTER_GUIDE,,,NOT_CONFIRMED,投影親の子区分で桃色と青色が併存,MULTI_METHOD_CATEGORY,NOT_APPLICABLE,SS-M106-01,https://www.akitakata.jp/akitakata-media/filer_public/71/1c/711ce7e9-446c-47c7-bc0c-f55db381fc25/gomino-wake-hou-dashikata-20214.pdf,ポスター 容器包装類の紙パック・プラ・PET各行,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,単一の親色を確認できない。空欄を維持し推測しない。
STY-M106-004,8,B,M106,MUNICIPALITY_WIDE,C-M106-07,燃えないごみ,OFFICIAL_POSTER_GUIDE,青色系,#2C6AAC,OFFICIAL_DERIVED,公式ポスターで4子区分に反復する青色,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M106-01,https://www.akitakata.jp/akitakata-media/filer_public/71/1c/711ce7e9-446c-47c7-bc0c-f55db381fc25/gomino-wake-hou-dashikata-20214.pdf,ポスター 燃えないごみ4小区分の見出し帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M106-005,8,B,M106,MUNICIPALITY_WIDE,C-M106-12,有害ごみ,OFFICIAL_POSTER_GUIDE,黄色系,#D4C32A,OFFICIAL_DERIVED,公式ポスターの区分背景帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M106-01,https://www.akitakata.jp/akitakata-media/filer_public/71/1c/711ce7e9-446c-47c7-bc0c-f55db381fc25/gomino-wake-hou-dashikata-20214.pdf,ポスター 有害ごみ背景帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M109-001,9,B,M109,MUNICIPALITY_WIDE,C-M109-01,可燃ごみ,STATION_SIGN,赤色系,#E50713,OFFICIAL_DERIVED,公式資料のステーション識別帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M109-01,https://www.town.kaita.lg.jp/uploaded/life/44980_122640_misc.pdf,1頁 可燃ごみステーション左帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M109-002,9,B,M109,MUNICIPALITY_WIDE,C-M109-02,埋立ごみ,OFFICIAL_POSTER_GUIDE,紫色系,#8D4C9B,OFFICIAL_DERIVED,公式資料の区分識別帯,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M109-01,https://www.town.kaita.lg.jp/uploaded/life/44980_122640_misc.pdf,1頁 埋立ごみ種別帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M109-003,9,B,M109,MUNICIPALITY_WIDE,C-M109-03,資源物,OFFICIAL_POSTER_GUIDE,,,NOT_CONFIRMED,同一category内で緑・青・黄橙の意味色が併存,CONFLICTING_EVIDENCE,NOT_APPLICABLE,SS-M109-01,https://www.town.kaita.lg.jp/uploaded/life/44980_122640_misc.pdf,1頁 資源物の白トレイ・資源回収ステーション・品目帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,単一色へ誤統合せず未確認とする。
STY-M109-005,9,B,M109,MUNICIPALITY_WIDE,C-M109-03,資源物,OFFICIAL_POSTER_GUIDE,緑色系,#4CA13C,OFFICIAL_DERIVED,同一公式PDF内の用途別視覚表現,CONFLICTING_EVIDENCE,SUPPORTING,SS-M109-01,https://www.town.kaita.lg.jp/uploaded/life/44980_122640_misc.pdf,1頁上段 白トレイの資源物帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,白トレイ経路では緑。 PDF画像からの近似値。自治体公式HEXではない。
STY-M109-006,9,B,M109,MUNICIPALITY_WIDE,C-M109-03,資源物,STATION_SIGN,青色系,#2B9DD5,OFFICIAL_DERIVED,同一公式PDF内の用途別視覚表現,CONFLICTING_EVIDENCE,SUPPORTING,SS-M109-01,https://www.town.kaita.lg.jp/uploaded/life/44980_122640_misc.pdf,1頁下段 資源回収ステーション左帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,資源回収ステーションでは青。 PDF画像からの近似値。自治体公式HEXではない。
STY-M109-007,9,B,M109,MUNICIPALITY_WIDE,C-M109-03,資源物,OFFICIAL_POSTER_GUIDE,黄橙色系,#CFAB40,OFFICIAL_DERIVED,同一公式PDF内の用途別視覚表現,CONFLICTING_EVIDENCE,SUPPORTING,SS-M109-01,https://www.town.kaita.lg.jp/uploaded/life/44980_122640_misc.pdf,1頁下段 資源物種別帯,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,資源品目見出しでは黄橙。 PDF画像からの近似値。自治体公式HEXではない。
