style_id,rank,stage,municipality_id,district_scope,category_id,自治体正式名称,evidence_role,official_color_label,display_color,color_status,color_basis,semantic_fit,ui_selection,source_id,source_url,source_locator,checked_date,reviewer,note
STY-M104-008,3,A,M104,MUNICIPALITY_WIDE,C-M104-09,リサイクルプラ,OFFICIAL_POSTER_GUIDE,水色系,#35B8D2,OFFICIAL_DERIVED,公式ごみブック区分枠の視覚表現,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M104-01,https://www.city.higashihiroshima.lg.jp/material/files/group/18/gomibook_all.pdf,5頁 リサイクルプラ区分枠,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。紫指定袋は別の共有観測として保持。
STY-M104-016,3,A,M104,MUNICIPALITY_WIDE,C-M104-09,リサイクルプラ,DESIGNATED_BAG,紫色,,OFFICIAL_CONFIRMED,公式資料に記載された色名,SHARED_COLLECTION_GROUP,SUPPORTING,SS-M104-01,https://www.city.higashihiroshima.lg.jp/material/files/group/18/gomibook_all.pdf,11頁 リサイクルプラ指定袋,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,その他プラ・ビン缶・PET・リサイクルプラで共通。
STY-M104-009,3,A,M104,MUNICIPALITY_WIDE,C-M104-10,有害ごみ,OFFICIAL_POSTER_GUIDE,淡桃色系,#F294A8,OFFICIAL_DERIVED,公式ごみブック区分枠の視覚表現,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M104-01,https://www.city.higashihiroshima.lg.jp/material/files/group/18/gomibook_all.pdf,5頁 有害ごみ区分枠,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。オレンジ指定袋は別の共有観測として保持。
STY-M104-012,3,A,M104,MUNICIPALITY_WIDE,C-M104-10,有害ごみ,DESIGNATED_BAG,オレンジ色,,OFFICIAL_CONFIRMED,公式資料に記載された色名,SHARED_COLLECTION_GROUP,SUPPORTING,SS-M104-01,https://www.city.higashihiroshima.lg.jp/material/files/group/18/gomibook_all.pdf,10頁 有害ごみ指定袋,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,燃やせるごみ・危険ごみ・有害ごみで共通。
STY-M095-001,5,A,M095,MUNICIPALITY_WIDE,C-M095-01,燃えるごみ,OFFICIAL_CALENDAR,桃色系,#F29091,OFFICIAL_DERIVED,公式カレンダー凡例の反復色,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M095-01,https://www.city.kure.lg.jp/uploaded/attachment/108241.pdf,上部凡例 もえるごみ・各月反復セル,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M095-002,5,A,M095,MUNICIPALITY_WIDE,C-M095-02,燃えないごみ,OFFICIAL_CALENDAR,淡青色系,#B8D3E8,OFFICIAL_DERIVED,公式カレンダー凡例の反復色,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M095-01,https://www.city.kure.lg.jp/uploaded/attachment/108241.pdf,上部凡例 もえないごみ・各月反復セル,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M095-003,5,A,M095,MUNICIPALITY_WIDE,C-M095-04,プラスチック資源,OFFICIAL_CALENDAR,淡緑色系,#ABCD93,OFFICIAL_DERIVED,公式カレンダー凡例の反復色,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M095-01,https://www.city.kure.lg.jp/uploaded/attachment/108241.pdf,上部凡例 プラ資源・各月反復セル,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M095-004,5,A,M095,MUNICIPALITY_WIDE,C-M095-05,資源物（びん類・缶類・ペットボトル）,OFFICIAL_CALENDAR,灰白色系,#D5D5D5,OFFICIAL_DERIVED,公式カレンダー凡例の反復色,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M095-01,https://www.city.kure.lg.jp/uploaded/attachment/108241.pdf,上部凡例 缶・びん・ペットボトル・各月反復セル,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M095-005,5,A,M095,MUNICIPALITY_WIDE,C-M095-06,資源物（紙類）,OFFICIAL_CALENDAR,黄色系,#F1D56D,OFFICIAL_DERIVED,公式カレンダー凡例の反復色,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M095-01,https://www.city.kure.lg.jp/uploaded/attachment/108241.pdf,上部凡例 紙類・各月反復セル,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
STY-M095-006,5,A,M095,MUNICIPALITY_WIDE,C-M095-07,有害・危険ごみ,OFFICIAL_CALENDAR,赤色系,#D74A4A,OFFICIAL_DERIVED,公式カレンダー凡例の反復色,CATEGORY_DISCRIMINATOR,PRIMARY,SS-M095-01,https://www.city.kure.lg.jp/uploaded/attachment/108241.pdf,上部凡例 有害・危険・各月反復セル,2026-08-20,OPENAI_CODEX_STYLE_RESEARCH_PILOT,PDF画像からの近似値。自治体公式HEXではない。
