review_evidence_id,review_id,municipality_id,source_id,locator,evidence_role,notes
CRE-M057-02,CR-M057-CATEGORY-COVERAGE,M057,S-M057-02,飯南町の住民向け分別区分,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M057-03,CR-M057-CATEGORY-COVERAGE,M057,S-M057-03,飯南町頓原・赤来の現行運用,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M058-01,CR-M058-CATEGORY-COVERAGE,M058,S-M058-01,しおり・ポスターへの公式導線,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M058-02,CR-M058-CATEGORY-COVERAGE,M058,S-M058-02,現行収集区分・指定袋,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M058-03,CR-M058-CATEGORY-COVERAGE,M058,S-M058-03,可燃・不燃・容器プラ・PET・容器紙・缶・びんの独立袋,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M059-01,CR-M059-CATEGORY-COVERAGE,M059,S-M059-01,分別しおり・ポスター、有害ごみ拡大,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M059-02,CR-M059-CATEGORY-COVERAGE,M059,S-M059-02,現行収集体系,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M059-03,CR-M059-CATEGORY-COVERAGE,M059,S-M059-03,スプレー缶穴あけ・電池等の具体条件,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M060-01,CR-M060-CATEGORY-COVERAGE,M060,S-M060-01,住民向け分別・袋・前処理,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M060-02,CR-M060-CATEGORY-COVERAGE,M060,S-M060-02,現行運用確認,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M060-03,CR-M060-CATEGORY-COVERAGE,M060,S-M060-03,10種13分別・古紙4葉の構造,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M061-01,CR-M061-CATEGORY-COVERAGE,M061,S-M061-01,R8.4改訂手引きへの公式導線,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M061-02,CR-M061-CATEGORY-COVERAGE,M061,S-M061-02,現行住民向け分類,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M061-03,CR-M061-CATEGORY-COVERAGE,M061,S-M061-03,容器包装プラ・商品プラ・缶・びん・有害・粗大・資源の現行導線,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M062-01,CR-M062-CATEGORY-COVERAGE,M062,S-M062-01,分別大図鑑・2026年ライター変更・外国語版,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M062-02,CR-M062-CATEGORY-COVERAGE,M062,S-M062-02,現行収集ラベル,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M062-03,CR-M062-CATEGORY-COVERAGE,M062,S-M062-03,新聞・雑誌雑紙・段ボール・紙パック・衣類,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M062-04,CR-M062-CATEGORY-COVERAGE,M062,S-M062-04,ライター類を有害ごみへ変更,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M063-01,CR-M063-CATEGORY-COVERAGE,M063,S-M063-01,早見表・2026年カレンダーへの公式導線,PRIMARY_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
CRE-M063-02,CR-M063-CATEGORY-COVERAGE,M063,S-M063-02,可燃物・PET・びんガラス陶器・蛍光灯水銀・廃食用油・缶金物・粗大乾電池の7ラベル,SUPPLEMENTAL_INDEX,2026-08-19 Batch 06 resident-facing category completeness review
