municipality_id,source_id,資料名,資料種別,公式URL,発行主体,対象年度,ページ更新日,取得確認日,使用した情報,優先度,現行性,備考,official_verified,official_basis,official_linking_url
M008,S-M008-01,ごみの出し方・分け方,自治体公式Webページ,https://www.town.shirataka.lg.jp/1204.htm,白鷹町,令和8年度,,2026-08-17,粗大ごみ・直接搬入・収集外,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M008,S-M008-02,ごみ分別一覧,自治体公式PDF,https://www.town.shirataka.lg.jp/secure/5260/bunnbetuAll.pdf,白鷹町,現行,,2026-08-17,全区分・50音別品目・例外,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M008,S-M008-03,令和8年度ごみ収集カレンダー,自治体公式Webページ,https://www.town.shirataka.lg.jp/1206.htm,白鷹町,令和8年度,,2026-08-17,現行性・区分照合,2,現行,日程自体は収集対象外,TRUE,MUNICIPAL_DOMAIN,
M009,S-M009-01,令和8年度ごみ収集日程・分け方,自治体公式Webページ,https://www.town.oe.yamagata.jp/news/1275,大江町,令和8年度,2026-04-01,2026-08-17,現行導線・粗大料金,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M009,S-M009-02,ごみの分け方・出し方ガイド,自治体公式PDF,https://www.town.oe.yamagata.jp/files/original/202403191138227511fcddfbe.pdf,大江町,令和6年4月1日適用,2024-04-01,2026-08-17,全区分・前処理・収集外,1,現行案内中,2026年度ページから案内,TRUE,MUNICIPAL_DOMAIN,
M010,S-M010-01,家庭系ごみの出し方（5種14分別）,自治体公式Webページ,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/index.html,宇都宮市,現行,,2026-08-17,14区分の正式名称,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M010,S-M010-02,ごみ分別のチラシ・冊子,自治体公式Webページ,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/chirashi/1004981.html,宇都宮市,2024年10月時点,,2026-08-17,前処理・袋・多言語,2,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M010,S-M010-03,資源とごみ分別辞書,公式分別辞典,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/1004945.html,宇都宮市,2023年8月1日現在,2024-03-08,2026-08-17,品目検索・条件分岐,3,現行案内中,,TRUE,MUNICIPAL_DOMAIN,
M010,S-M010-04,市では収集しないごみ・処理できないごみ,自治体公式Webページ,https://www.city.utsunomiya.lg.jp/kurashi/gomi/kateigomi/dashikata/1004978.html,宇都宮市,現行,2024-07-30,2026-08-17,収集外,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M011,S-M011-01,令和8年度ごみカレンダー・分け方,自治体公式Webページ,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/20200725200909.html,大泉町,令和8年度,2026-03-04,2026-08-17,現行導線・多言語,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M011,S-M011-02,ごみの出しかた・分けかた 令和8年度図解,自治体公式PDF,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/110/R8-illust-j.pdf,大泉町,令和8年度,2026,2026-08-17,全区分・前処理・袋・収集外,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M011,S-M011-03,ごみの分別一覧,自治体公式分別辞典,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/100/20200723202152.html,大泉町,現行,,2026-08-17,品目検索,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M011,S-M011-04,家庭ごみの直接搬入,自治体公式Webページ,https://www.town.oizumi.gunma.jp/s024/kurashi/010/010/060/20200719180450.html,大泉町,現行,,2026-08-17,搬入先・料金,2,現行,,TRUE,MUNICIPAL_DOMAIN,
