municipality_id,source_id,資料名,資料種別,公式URL,発行主体,対象年度,ページ更新日,取得確認日,使用した情報,優先度,現行性,備考,official_verified,official_basis,official_linking_url
M099,S-M099-03,福山市ごみ分別ガイドブック 内海町版,自治体公式PDF,https://www.city.fukuyama.hiroshima.jp/uploaded/attachment/273294.pdf,福山市,令和8年度／取得時点現行,2024-04,2026-08-31,内海町の品目別出し方・紙類・特殊品目の補足,2,現行,M099 APP_READYの教材正答再現・監査に使用。,TRUE,MUNICIPAL_DOMAIN,
M099,S-M099-04,沼隈町の紙類,自治体公式Webページ,https://www.city.fukuyama.hiroshima.jp/site/kankyo/314393.html,福山市,令和8年度／取得時点現行,2024-02-01,2026-08-31,沼隈町の新聞・雑誌等・段ボール・紙パック,1,現行,M099 APP_READYの教材正答再現・監査に使用。,TRUE,MUNICIPAL_DOMAIN,
M099,S-M099-05,2026年度家庭ごみ収集日程表,自治体公式Webページ,https://www.city.fukuyama.hiroshima.jp/site/kankyo/390886.html,福山市,令和8年度／取得時点現行,2026-02-20,2026-08-31,2026年度の地域別収集体系と年4回特殊品目収集,1,現行,M099 APP_READYの教材正答再現・監査に使用。,TRUE,MUNICIPAL_DOMAIN,
M099,S-M099-06,ごみ分別辞典,自治体公式Webページ,https://www.city.fukuyama.hiroshima.jp/site/kankyo/314133.html,福山市,令和8年度／取得時点現行,2025-03-31,2026-08-31,40品目の通常分別・材質条件・前処理,1,現行,M099 APP_READYの教材正答再現・監査に使用。,TRUE,MUNICIPAL_DOMAIN,
M099,S-M099-08,『蛍光灯』や『ストーブ類』の出し方,自治体公式Webページ,https://www.city.fukuyama.hiroshima.jp/site/kankyo/1430.html,福山市,令和8年度／取得時点現行,2025-04-01,2026-08-31,蛍光灯・白熱電球・LED電球の分別,1,現行,M099 APP_READYの教材正答再現・監査に使用。,TRUE,MUNICIPAL_DOMAIN,
M099,S-M099-09,2026年度（令和8年度）家庭ごみ収集日程表（内海町）,自治体公式PDF,https://www.city.fukuyama.hiroshima.jp/uploaded/attachment/327009.pdf,福山市,令和8年度／取得時点現行,2026,2026-08-31,内海町の現行5区分・収集日程・小型家電/充電式電池/古紙の拠点回収案内,1,現行,M099 APP_READYの教材正答再現・監査に使用。,TRUE,MUNICIPAL_DOMAIN,
M099,S-M099-10,スプレー缶・ライター類・電池等をごみで出すときのお願い,自治体公式Webページ,https://www.city.fukuyama.hiroshima.jp/site/kankyo/213349.html,福山市,令和8年度／取得時点現行,2025-04-01,2026-08-31,乾電池・ボタン電池・充電式電池・ライター・スプレー缶の現行出し方,1,現行,M099 APP_READYの教材正答再現・監査に使用。,TRUE,MUNICIPAL_DOMAIN,
M099,S-M099-11,充電式電池が取り外せない小型家電の分別について,自治体公式Webページ,https://www.city.fukuyama.hiroshima.jp/site/kankyo/353535.html,福山市,令和8年度／取得時点現行,2025-11-04,2026-08-31,内蔵充電池小型家電の2024年12月以降の分別変更,1,現行,M099 APP_READYの教材正答再現・監査に使用。,TRUE,MUNICIPAL_DOMAIN,
M099,S-M099-12,ごみの持込と拠点回収について,自治体公式Webページ,https://www.city.fukuyama.hiroshima.jp/site/kankyo/388247.html,福山市,令和8年度／取得時点現行,2026,2026-08-31,小型家電・充電式電池・古紙等の公共施設拠点回収,1,現行,M099 APP_READYの教材正答再現・監査に使用。,TRUE,MUNICIPAL_DOMAIN,
M099,S-M099-13,家庭用パソコンの出し方,自治体公式Webページ,https://www.city.fukuyama.hiroshima.jp/site/kankyo/243721.html,福山市,令和8年度／取得時点現行,2025-04-01,2026-08-31,家庭用PCの宅配・メーカー回収・市持込回収,1,現行,M099 APP_READYの教材正答再現・監査に使用。,TRUE,MUNICIPAL_DOMAIN,
M099,S-M099-14,家電リサイクルについて,自治体公式Webページ,https://www.city.fukuyama.hiroshima.jp/site/kankyo/1452.html,福山市,令和8年度／取得時点現行,2024-04-01,2026-08-31,家電4品目は市収集・処理施設持込不可,1,現行,M099 APP_READYの教材正答再現・監査に使用。,TRUE,MUNICIPAL_DOMAIN,
M099,S-M099-15,公共施設での古紙拠点回収,自治体公式Webページ,https://www.city.fukuyama.hiroshima.jp/site/kankyo/1449.html,福山市,令和8年度／取得時点現行,2024-08-27,2026-08-31,新聞・雑誌/雑紙・段ボールの拠点回収,1,現行,M099 APP_READYの教材正答再現・監査に使用。,TRUE,MUNICIPAL_DOMAIN,
M099,S-M099-16,家庭から出る草・庭木の剪定枝のごみ処理施設等への持ち込みについて,自治体公式Webページ,https://www.city.fukuyama.hiroshima.jp/site/kankyo/340035.html,福山市,令和8年度／取得時点現行,2025-10-22,2026-08-31,剪定枝の寸法・少量ステーション収集・施設持込,1,現行,M099 APP_READYの教材正答再現・監査に使用。,TRUE,MUNICIPAL_DOMAIN,
M099,S-M099-17,ごみの分別一部変更のお知らせ,自治体公式Webページ,https://www.city.fukuyama.hiroshima.jp/site/kankyo/246451.html,福山市,令和8年度／取得時点現行,2022-04-01,2026-08-31,一般地域の紙類対象品・牛乳パック/雑紙の拠点回収,1,現行,M099 APP_READYの教材正答再現・監査に使用。,TRUE,MUNICIPAL_DOMAIN,
M099,S-M099-18,ペットボトルのリサイクル及びベール品質調査結果,自治体公式Webページ,https://www.city.fukuyama.hiroshima.jp/site/kankyo/342276.html,福山市,令和8年度／取得時点現行,2025-04-01,2026-08-31,PETボトルの容器包装プラ収集・キャップ/ラベル除去,1,現行,M099 APP_READYの教材正答再現・監査に使用。,TRUE,MUNICIPAL_DOMAIN,
M101,S-M101-01,ごみ出しのルール,自治体公式Webページ,https://www.city.miyoshi.hiroshima.jp/garbage-item/search/garbage_rule.php,三次市,令和8年度,現行案内中,2026-08-19,毎週3・資源日2・ごみ日4の9定期収集区分,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M101,S-M101-02,ごみの分け方検索,自治体公式Webページ,https://www.city.miyoshi.hiroshima.jp/garbage-item/search/search.php,三次市,令和8年度,現行案内中,2026-08-19,9区分と拠点回収3系統を区別する現行索引,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M103,S-M103-01,令和8年度大竹市ごみ収集カレンダー,自治体公式PDF,https://www.city.otake.hiroshima.jp/material/files/group/7/reiwa8nenndogomikarenndaAtiku.pdf,大竹市,令和8年度,令和8年度,2026-08-19,8ステーション区分、粗大、有害、電池類、せん定枝,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M103,S-M103-02,家庭ごみの分別ガイド,自治体公式Webページ,https://www.city.otake.hiroshima.jp/kurashi/kankyo/1/1592976944471.html,大竹市,令和8年度,現行案内中,2026-08-19,各区分の代表品目・分岐・有害ごみ等,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M103,S-M103-03,大竹市一般廃棄物処理基本計画,自治体公式PDF,https://www.city.otake.hiroshima.jp/material/files/group/7/ippanhaikibutushorikihonkeikaku.pdf,大竹市,令和8年度,2026,2026-08-19,①〜⑫の分別・処理フローの補強証拠,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M104,S-M104-01,家庭から出るごみの分別・出し方について,自治体公式Webページ,https://www.city.higashihiroshima.lg.jp/soshiki/seikatsukankyo/8/4/1/index.html,東広島市,令和8年度,現行案内中,2026-08-19,現行ごみブック・品目別公式ページへの索引,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M104,S-M104-02,ごみを直接ごみ処理施設へ搬入するときは,自治体公式Webページ,https://www.city.higashihiroshima.lg.jp/soshiki/seikatsukankyo/8/4/1/21963.html,東広島市,令和8年度,2026-07,2026-08-19,11分別種と搬入施設,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M104,S-M104-03,東広島市廃棄物の処理、清掃等に関する条例施行規則,自治体公式例規,https://www.city.higashihiroshima.lg.jp/section/reiki_int/reiki_honbun/m313RG00000594.html,東広島市,令和8年度,現行,2026-08-19,燃やせる・瓶缶・リサイクルプラ・PET・その他プラ・危険・粗大・有害・古紙体系,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M104,S-M104-04,市が収集・処理しないごみ（63頁）,自治体公式PDF,https://www.city.higashihiroshima.lg.jp/material/files/group/18/gomibook_p63.pdf,東広島市,令和8年度／取得時点現行,,2026-08-24,参照区分『市が収集・処理しないごみ』の正本根拠,1,CURRENT,M104 40品目APP readiness手動レビューの品目別公式根拠。,TRUE,MUNICIPAL_DOMAIN,
M105,S-M105-01,家庭ごみの正しい分け方の早見表（令和8年4月版）,自治体公式Webページ,https://www.city.hatsukaichi.hiroshima.jp/soshiki/31/78499.html,廿日市市,令和8年度,2026-05-18,2026-08-19,燃やせる・資源・埋立・大型・小型複雑・有害と資源5細分,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M105,S-M105-02,ごみ分別一覧表（令和8年4月版）,自治体公式Webページ,https://www.city.hatsukaichi.hiroshima.jp/soshiki/31/78355.html,廿日市市,令和8年度,2026,2026-08-19,資源ごみ(1)〜(5)を含む各正式名称と品目条件,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M105,S-M105-03,収集日一覧,自治体公式Webページ,https://www.city.hatsukaichi.hiroshima.jp/soshiki/31/12535.html,廿日市市,令和8年度,現行案内中,2026-08-19,市内各地域で6種10分別が稼働すること,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M105,S-M105-04,市が処理・収集しないごみ,自治体公式Webページ,https://www.city.hatsukaichi.hiroshima.jp/soshiki/31/12524.html,廿日市市,令和8年度／取得時点現行,,2026-08-31,特定家電製品・家庭用パソコンなど市の通常収集外品の処理経路,1,CURRENT,M105 APP_READYで追加した公式参照ソース。,TRUE,MUNICIPAL_DOMAIN,
M105,S-M105-05,リチウムイオン電池は正しく捨てましょう,自治体公式Webページ,https://www.city.hatsukaichi.hiroshima.jp/soshiki/31/128679.html,廿日市市,令和8年度／取得時点現行,,2026-08-31,破損・膨張・発熱など異常がある場合はごみステーション・回収ボックスへ出さず処理施設へ直接持込,1,CURRENT,M105 APP_READYで追加した公式参照ソース。,TRUE,MUNICIPAL_DOMAIN,
