municipality_id,source_id,資料名,資料種別,公式URL,発行主体,対象年度,ページ更新日,取得確認日,使用した情報,優先度,現行性,備考,official_verified,official_basis,official_linking_url
M132,S-M132-02,ペットボトルを正しく出しましょう,自治体公式広報PDF,https://www.town.kaminoseki.lg.jp/wp-content/uploads/2025/06/koho202506.pdf,上関町,令和8年度,2025-06,2026-08-19,PETはキャップ・ラベルを外し、洗い、つぶし、専用回収ボックスへ,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M133,S-M133-01,家庭ごみの出し方（定期収集）,自治体公式Webページ,https://www.town.tabuse.lg.jp/soshiki/35/1948.html,田布施町／熊南総合事務組合,令和8年度,2025-02-19,2026-08-19,7上位分別と定期収集体系,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M133,S-M133-02,缶・金属の出し方,自治体公式Webページ,https://www.town.tabuse.lg.jp/soshiki/35/2087.html,田布施町／熊南総合事務組合,令和8年度,2025-02-19,2026-08-19,缶と金属を別々の指定袋へ出す,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M133,S-M133-03,古紙・古着の出し方,自治体公式Webページ,https://www.town.tabuse.lg.jp/soshiki/35/2090.html,田布施町／熊南総合事務組合,令和8年度,2025-02-19,2026-08-19,新聞・雑誌・段ボール・古着・紙パックを種別ごとに分別,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M134,S-M134-01,ごみ収集の概要,自治体公式Webページ,https://www.town.hirao.lg.jp/soshiki/kankyo/gomi/seikatsu/teiki_shushu/2888.html,平生町／熊南総合事務組合,令和8年度,2025-02-07,2026-08-19,7上位分別と定期収集体系,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M134,S-M134-02,缶・金属の出し方,自治体公式Webページ,https://www.town.hirao.lg.jp/kurashi/gomi_kankyo/gomi/dashikata/kankinzoku.html,平生町／熊南総合事務組合,令和8年度,2025-02,2026-08-19,缶と金属を別々に排出。スプレー缶は使い切る,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M134,S-M134-03,古紙・古着の出し方,自治体公式Webページ,https://www.town.hirao.lg.jp/kurashi/gomi_kankyo/gomi/dashikata/kosihurugi.html,平生町／熊南総合事務組合,令和8年度,2025-02-10,2026-08-19,新聞・雑誌・段ボール・古着・紙パックを種別ごとに分けて結束,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M135,S-M135-01,ゴミの収集について（R8.4.1更新）,自治体公式Webページ,https://www.town.abu.lg.jp/guide/gominosyuusyuunituite/,阿武町,令和8年度,2026-04-01,2026-08-19,令和8年4月1日版ごみ出しガイドブックへの現行導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M135,S-M135-02,阿武町ごみの出し方ガイドブック（R8.4.1）,自治体公式PDF,https://www.town.abu.lg.jp/wp/wp-content/uploads/2025/07/R8-Trash-GuideDouble-Side.pdf,阿武町,令和8年度,2026-04-01,2026-08-19,可燃・不燃・資源の3指定袋、古紙等の資源回収、大型ごみの現行経路,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M135,S-M135-03,阿武町広報紙 R8.3月号,自治体公式PDF,https://www.town.abu.lg.jp/wp/wp-content/uploads/2026/02/d0accf9d244b0de0326bd307ce086f41.pdf,阿武町,令和8年度,2026-03,2026-08-19,令和8年4月からの可燃・不燃・資源指定袋と大型ごみ荷票の現行価格,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M135,S-M135-04,大型ごみ予約受付,自治体公式Webページ,https://www.town.abu.lg.jp/15875/,阿武町,令和8年度,2025-06-30,2026-08-19,大型ごみのLINE予約経路,4,現行,,TRUE,MUNICIPAL_DOMAIN,
