municipality_id,source_id,資料名,資料種別,公式URL,発行主体,対象年度,ページ更新日,取得確認日,使用した情報,優先度,現行性,備考,official_verified,official_basis,official_linking_url
M119,S-M119-06,ごみの出し方,自治体公式Webページ,https://www.city.yamaguchi.lg.jp/site/gomisigen/161801.html,山口市,令和8年度,現行案内中,2026-08-19,燃やせる・燃やせない・びん・缶・PET・プラ容器包装・粗大等の現行索引,6,現行,,TRUE,MUNICIPAL_DOMAIN,
M121,S-M121-01,令和8年度家庭ごみ分別収集カレンダー,自治体公式Webページ,https://www.city.hofu.yamaguchi.jp/soshiki/16/calendar-.html,防府市,令和8年度,2026-04-01,2026-08-19,令和8年度も共通の燃やせる・プラ容器包装・資源・危険・燃やせない体系が運用されること,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M121,S-M121-02,新しいごみの分け方・出し方,自治体公式Webページ,https://www.city.hofu.yamaguchi.jp/soshiki/16/atarashiigomi-sasshi.html,防府市,令和8年度,2024-04-01,2026-08-19,可燃、資源7区分、危険6区分、不燃、粗大・埋立・一時多量ごみの現行分別冊子索引,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M121,S-M121-03,ごみの分け方・出し方,自治体公式Webページ,https://www.city.hofu.yamaguchi.jp/soshiki/16/gomi-wakekatadashikata.html,防府市,令和8年度,2024-04-01,2026-08-19,可燃・プラ容器包装等の具体的な現行前処理,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M122,S-M122-01,令和8年度一般廃棄物処理実施計画,自治体公式PDF,https://www.city.kudamatsu.lg.jp/kankyou/documents/r8jissikeikaku.pdf,下松市,令和8年度,令和8年度,2026-08-19,燃やす袋ごみ、大型可燃、可燃系資源4区分、びん缶、PET、金属、小型家電、プラ2区分、大型不燃、有害、埋立の現行体系,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M122,S-M122-02,金属類の出し方,自治体公式Webページ,https://www.city.kudamatsu.lg.jp/kankyou/seikatsu/kankyou/kannrikakari/kinzokuhaiki.html,下松市,令和8年度,2026-06,2026-08-19,スプレー缶は使い切り、穴を開けて金属類へ出す現行ルール,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M122,S-M122-03,スプレー缶・カセットボンベにガスが残っている場合,自治体公式Webページ,https://www.city.kudamatsu.lg.jp/kankyou/spraybombe.html,下松市,令和8年度,現行案内中,2026-08-19,ガスが残る場合の市窓口経路,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M124,S-M124-01,令和8年度ごみ収集カレンダー,自治体公式Webページ,https://www.city.hikari.lg.jp/kurashi_tetsuzuki/gomi/bunbetu/8851.html,光市,令和8年度,令和8年度,2026-08-19,令和8年度も現行分別体系が運用されること,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M124,S-M124-02,ごみの分け方・出し方,自治体公式Webページ,https://www.city.hikari.lg.jp/soshiki/3/kankyo_jigyo/recycle/haiki/946.html,光市,令和8年度,現行案内中,2026-08-19,住民向け現行分別の品目・出し方,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M124,S-M124-03,一般廃棄物処理実施計画,自治体公式PDF,https://www.city.hikari.lg.jp/material/files/group/57/r06zisshikeikaku.pdf,光市,令和8年度,現行基本計画期間内,2026-08-19,14分別の構造と古紙3区分を照合する補強証拠,3,現行,,TRUE,MUNICIPAL_DOMAIN,
M124,S-M124-04,スプレー缶・カセットボンベの出し方,自治体公式Webページ,https://www.city.hikari.lg.jp/soshiki/3/kankyo_jigyo/recycle/haiki/2344.html,光市,令和8年度,2026-02-10,2026-08-19,中身を使い切り必ず穴を開け、金属類へ出す現行ルール,4,現行,,TRUE,MUNICIPAL_DOMAIN,
M125,S-M125-01,令和8年度ごみ収集カレンダー・分別ガイド,自治体公式Webページ,https://www.city.nagato.yamaguchi.jp/soshiki/8/66178.html,長門市,令和8年度,2026-02-27,2026-08-19,令和8年度の全地区で共通する住民向け分別体系と現行ガイドへの導線,1,現行,,TRUE,MUNICIPAL_DOMAIN,
M125,S-M125-02,令和8年度ごみの分け方・出し方ガイド,自治体公式PDF,https://www.city.nagato.yamaguchi.jp/uploaded/attachment/37628.pdf,長門市,令和8年度,令和8年度,2026-08-19,燃える、古紙・衣類5区分、紙容器、プラ容器、びん3色、缶、PET、不燃、電池、蛍光灯、粗大の現行体系,2,現行,,TRUE,MUNICIPAL_DOMAIN,
M125,S-M125-03,長門市一般廃棄物処理基本計画,自治体公式PDF,https://www.city.nagato.yamaguchi.jp/uploaded/life/39628_163300_misc.pdf,長門市,令和8年度,現行計画,2026-08-19,17分別の構成を補強する公式計画,3,現行,,TRUE,MUNICIPAL_DOMAIN,
