review_evidence_id,review_id,municipality_id,source_id,locator,evidence_role,notes
CRE-M119-01,CR-M119-CATEGORY-COVERAGE,M119,S-M119-01,令和8年度に運用される住民向け分別体系,PRIMARY_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M119-02,CR-M119-CATEGORY-COVERAGE,M119,S-M119-02,紙製容器包装・新聞・ダンボール・紙パック・雑がみの5品目を品目別に排出,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M119-03,CR-M119-CATEGORY-COVERAGE,M119,S-M119-03,金属・小型家電製品の現行区分,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M119-04,CR-M119-CATEGORY-COVERAGE,M119,S-M119-04,スプレー缶・カセットボンベ・蛍光管・乾電池・水銀体温計等の現行DROP_OFF区分,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M119-05,CR-M119-CATEGORY-COVERAGE,M119,S-M119-05,充電式電池・モバイルバッテリー・ボタン電池・電子たばこ等の現行DROP_OFF区分,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M119-06,CR-M119-CATEGORY-COVERAGE,M119,S-M119-06,燃やせる・燃やせない・びん・缶・PET・プラ容器包装・粗大等の現行索引,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M121-01,CR-M121-CATEGORY-COVERAGE,M121,S-M121-01,令和8年度も共通の燃やせる・プラ容器包装・資源・危険・燃やせない体系が運用されること,PRIMARY_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M121-02,CR-M121-CATEGORY-COVERAGE,M121,S-M121-02,可燃、資源7区分、危険6区分、不燃、粗大・埋立・一時多量ごみの現行分別冊子索引,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M121-03,CR-M121-CATEGORY-COVERAGE,M121,S-M121-03,可燃・プラ容器包装等の具体的な現行前処理,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M122-01,CR-M122-CATEGORY-COVERAGE,M122,S-M122-01,燃やす袋ごみ、大型可燃、可燃系資源4区分、びん缶、PET、金属、小型家電、プラ2区分、大型不燃、有害、埋立の現行体系,PRIMARY_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M122-02,CR-M122-CATEGORY-COVERAGE,M122,S-M122-02,スプレー缶は使い切り、穴を開けて金属類へ出す現行ルール,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M122-03,CR-M122-CATEGORY-COVERAGE,M122,S-M122-03,ガスが残る場合の市窓口経路,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M124-01,CR-M124-CATEGORY-COVERAGE,M124,S-M124-01,令和8年度も現行分別体系が運用されること,PRIMARY_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M124-02,CR-M124-CATEGORY-COVERAGE,M124,S-M124-02,住民向け現行分別の品目・出し方,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M124-03,CR-M124-CATEGORY-COVERAGE,M124,S-M124-03,14分別の構造と古紙3区分を照合する補強証拠,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M124-04,CR-M124-CATEGORY-COVERAGE,M124,S-M124-04,中身を使い切り必ず穴を開け、金属類へ出す現行ルール,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M125-01,CR-M125-CATEGORY-COVERAGE,M125,S-M125-01,令和8年度の全地区で共通する住民向け分別体系と現行ガイドへの導線,PRIMARY_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M125-02,CR-M125-CATEGORY-COVERAGE,M125,S-M125-02,燃える、古紙・衣類5区分、紙容器、プラ容器、びん3色、缶、PET、不燃、電池、蛍光灯、粗大の現行体系,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
CRE-M125-03,CR-M125-CATEGORY-COVERAGE,M125,S-M125-03,17分別の構成を補強する公式計画,SUPPLEMENTAL_INDEX,2026-08-19 Batch 12 resident-facing category completeness review
