lesson_variant_group_id,municipality_id,internal_item_id,teaching_box_id,condition,preparation,exception_destination,evidence_source_id,evidence_url,evidence_locator,review_status,checked_date,reviewer,note
LV-M099-01,M099,I029,TB-M099-01-05,破損・膨張のない家庭用モバイルバッテリー,端子を絶縁し使用済乾電池と別袋にする,鉛バッテリー・異常品は対象外,S-M099-07,https://www.city.fukuyama.hiroshima.jp/site/kankyo/309477.html,「充電式電池」対象品目・注意点,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,詳細日程は学習者UIへ出さない
LV-M099-01,M099,I031,TB-M099-01-04,画像どおりの割れていない白熱電球,割れた場合は包んでキケンと表示,蛍光灯は別の通常枝,S-M099-08,https://www.city.fukuyama.hiroshima.jp/site/kankyo/1430.html,「白熱電球・LED電球・割れた蛍光灯」,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,画像にフィラメントが見えるため白熱電球として採点
LV-M099-01,M099,I033,TB-M099-01-05,ガスを抜いた使い捨てライター,ガスを抜きライター類だけを別袋にする,ガスが残る状態では出さない,S-M099-07,https://www.city.fukuyama.hiroshima.jp/site/kankyo/309477.html,「ライター類」,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,詳細手順は学習者UIへ出さない
LV-M099-02,M099,I001,TB-M099-02-01,PETマークのあるペットボトル容器,ふたとラベルを外して中を洗う,汚れが落ちない物は燃やせるごみ,S-M099-01,https://www.city.fukuyama.hiroshima.jp/uploaded/life/395517_2433553_misc.pdf,1頁「容器包装プラスチックごみ」,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,内海町・沼隈町共通の教材正答
LV-M099-02,M099,I004,TB-M099-02-02,中を空にした飲料用アルミ缶,中を洗う,対象外の金属製品は品目別に確認,S-M099-01,https://www.city.fukuyama.hiroshima.jp/uploaded/life/395517_2433553_misc.pdf,1頁「資源ごみ」缶類,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,内海町・沼隈町共通の教材正答
LV-M099-02,M099,I006,TB-M099-02-02,中を空にした飲食物用ガラスびん,ふたを外して中を洗う,ガラス製品等は不燃（破砕）ごみ,S-M099-01,https://www.city.fukuyama.hiroshima.jp/uploaded/life/395517_2433553_misc.pdf,1頁「資源ごみ」びん類,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,内海町・沼隈町共通の教材正答
LV-M099-02,M099,I007,TB-M099-02-01,汚れを落としたプラスチック製食品トレー,中身を除き洗う,汚れが落ちない物は燃やせるごみ,S-M099-01,https://www.city.fukuyama.hiroshima.jp/uploaded/life/395517_2433553_misc.pdf,1頁「容器包装プラスチックごみ」トレイ,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,内海町・沼隈町共通の教材正答
LV-M099-02,M099,I013,TB-M099-02-03,家庭から出る乾いた新聞,ひもで十文字にしばる,汚れた紙は公式案内を確認,S-M099-04,https://www.city.fukuyama.hiroshima.jp/site/kankyo/314393.html,「沼隈町で回収する紙類」新聞,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,内海町版でも同じ教材正答を確認済み
LV-M099-02,M099,I014,TB-M099-02-03,家庭から出る乾いた段ボール,開いてひもで十文字にしばる,汚れた物は公式案内を確認,S-M099-04,https://www.city.fukuyama.hiroshima.jp/site/kankyo/314393.html,「沼隈町で回収する紙類」段ボール,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,内海町版でも同じ教材正答を確認済み
LV-M099-02,M099,I017,TB-M099-02-03,洗える飲料用紙パック,中を洗って切り開きひもで十文字にしばる,加工・汚れ等の例外は公式案内を確認,S-M099-04,https://www.city.fukuyama.hiroshima.jp/site/kankyo/314393.html,「沼隈町で回収する紙類」紙パック,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,内海町版5頁でも紙類として確認済み
LV-M099-02,M099,I029,TB-M099-02-05,破損・膨張のない家庭用モバイルバッテリー,端子を絶縁し使用済乾電池と別袋にする,鉛バッテリー・異常品は対象外,S-M099-07,https://www.city.fukuyama.hiroshima.jp/site/kankyo/309477.html,「充電式電池」対象品目・注意点,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,詳細日程は学習者UIへ出さない
LV-M099-02,M099,I031,TB-M099-02-04,画像どおりの割れていない白熱電球,割れた場合は包んでキケンと表示,蛍光灯は別の通常枝,S-M099-08,https://www.city.fukuyama.hiroshima.jp/site/kankyo/1430.html,「白熱電球・LED電球・割れた蛍光灯」,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,画像にフィラメントが見えるため白熱電球として採点
LV-M099-02,M099,I033,TB-M099-02-05,ガスを抜いた使い捨てライター,ガスを抜きライター類だけを別袋にする,ガスが残る状態では出さない,S-M099-07,https://www.city.fukuyama.hiroshima.jp/site/kankyo/309477.html,「ライター類」,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,詳細手順は学習者UIへ出さない
LV-M099-03,M099,I001,TB-M099-03-01,PETマークのあるペットボトル容器,ふたとラベルを外して中を洗う,汚れが落ちない物は燃やせるごみ,S-M099-01,https://www.city.fukuyama.hiroshima.jp/uploaded/life/395517_2433553_misc.pdf,1頁「容器包装プラスチックごみ」,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,走島町でも通常の教材正答
LV-M099-03,M099,I004,TB-M099-03-02,中を空にした飲料用アルミ缶,中を洗う,対象外の金属製品は品目別に確認,S-M099-01,https://www.city.fukuyama.hiroshima.jp/uploaded/life/395517_2433553_misc.pdf,1頁「資源ごみ」缶類,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,走島町でも通常の教材正答
LV-M099-03,M099,I006,TB-M099-03-02,中を空にした飲食物用ガラスびん,ふたを外して中を洗う,ガラス製品等は不燃（破砕）ごみ,S-M099-01,https://www.city.fukuyama.hiroshima.jp/uploaded/life/395517_2433553_misc.pdf,1頁「資源ごみ」びん類,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,走島町でも通常の教材正答
LV-M099-03,M099,I007,TB-M099-03-01,汚れを落としたプラスチック製食品トレー,中身を除き洗う,汚れが落ちない物は燃やせるごみ,S-M099-01,https://www.city.fukuyama.hiroshima.jp/uploaded/life/395517_2433553_misc.pdf,1頁「容器包装プラスチックごみ」トレイ,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,走島町でも通常の教材正答
LV-M099-03,M099,I013,TB-M099-03-05,家庭から出る乾いた新聞,地域の資源回収・公式案内を確認する,走島町は通常紙類収集の対象外,S-M099-01,https://www.city.fukuyama.hiroshima.jp/uploaded/life/395517_2433553_misc.pdf,1頁「紙類（走島町を除く。）」,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,通常紙類へ誤投影しない
LV-M099-03,M099,I014,TB-M099-03-05,家庭から出る乾いた段ボール,地域の資源回収・公式案内を確認する,走島町は通常紙類収集の対象外,S-M099-01,https://www.city.fukuyama.hiroshima.jp/uploaded/life/395517_2433553_misc.pdf,1頁「紙類（走島町を除く。）」,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,通常紙類へ誤投影しない
LV-M099-03,M099,I017,TB-M099-03-05,洗って開いた飲料用紙パック,地域の資源回収・公式案内を確認する,走島町は通常紙類収集の対象外,S-M099-01,https://www.city.fukuyama.hiroshima.jp/uploaded/life/395517_2433553_misc.pdf,1頁「紙類（走島町を除く。）」,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,詳細な回収場所は教材へ出さない
LV-M099-03,M099,I029,TB-M099-03-04,破損・膨張のない家庭用モバイルバッテリー,端子を絶縁し使用済乾電池と別袋にする,鉛バッテリー・異常品は対象外,S-M099-07,https://www.city.fukuyama.hiroshima.jp/site/kankyo/309477.html,「充電式電池」対象品目・注意点,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,詳細日程は学習者UIへ出さない
LV-M099-03,M099,I031,TB-M099-03-03,画像どおりの割れていない白熱電球,割れた場合は包んでキケンと表示,蛍光灯は別の通常枝,S-M099-08,https://www.city.fukuyama.hiroshima.jp/site/kankyo/1430.html,「白熱電球・LED電球・割れた蛍光灯」,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,画像にフィラメントが見えるため白熱電球として採点
LV-M099-03,M099,I033,TB-M099-03-04,ガスを抜いた使い捨てライター,ガスを抜きライター類だけを別袋にする,ガスが残る状態では出さない,S-M099-07,https://www.city.fukuyama.hiroshima.jp/site/kankyo/309477.html,「ライター類」,COMPLETE,2026-08-27,OPENAI_CODEX_M098_M099_LESSON_VARIANT_V1,詳細手順は学習者UIへ出さない
LV-M076-01,M076,I001,TB-M076-01-01,PETマークのある飲料用ペットボトル本体,キャップとラベルを外し、中をすすぐ,汚れが落ちないもの・対象外容器は公式案内を確認,S-M076-02,https://www.city.bizen.okayama.jp/uploaded/attachment/28806.pdf,分別区分「ペットボトル」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-01,M076,I004,TB-M076-01-02,中身を使い切った飲料・食品用アルミ缶,中をすすぐ,スチール缶・大きな缶は別区分を確認,S-M076-02,https://www.city.bizen.okayama.jp/uploaded/attachment/28806.pdf,分別区分「アルミ缶」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-01,M076,I006,TB-M076-01-03,無色透明の飲料・食品用ガラスびん,ふたを外し、中をすすぐ,割れたびん・耐熱ガラス・他色びんは別区分,S-M076-02,https://www.city.bizen.okayama.jp/uploaded/attachment/28806.pdf,分別区分「無色びん」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-01,M076,I007,TB-M076-01-04,汚れを落とせる白色食品トレー,中身を除き、すすいで乾かす,汚れが落ちないもの・回収BOX対象外は別区分,S-M076-02,https://www.city.bizen.okayama.jp/uploaded/attachment/28806.pdf,分別区分「白色トレイ・発泡スチロール」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-01,M076,I013,TB-M076-01-05,乾いた新聞と折込チラシ,紙ひも等でまとめる,濡れたもの・汚れたものは別区分,S-M076-02,https://www.city.bizen.okayama.jp/uploaded/attachment/28806.pdf,分別区分「新聞」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-01,M076,I014,TB-M076-01-06,乾いた段ボール,折りたたみ、紙ひも等でまとめる,汚れたもの・特殊加工品は別区分,S-M076-02,https://www.city.bizen.okayama.jp/uploaded/attachment/28806.pdf,分別区分「ダンボール」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-01,M076,I017,TB-M076-01-07,洗って開ける飲料用紙パック,洗浄し、切り開いて乾かす,アルミ付き・小型等は自治体条件を確認,S-M076-04,https://www.city.bizen.okayama.jp/uploaded/attachment/18508.pdf,品目別分別一覧「紙パック」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-01,M076,I029,TB-M076-01-08,家庭用モバイルバッテリー,端子を絶縁する,破損・膨張品は通常BOXへ入れず公式窓口へ相談,S-M076-05,https://www.city.bizen.okayama.jp/soshiki/12/20071.html,ページ本文「小型充電式電池」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-01,M076,I031,TB-M076-01-09,割れていないLED以外の一般電球,割れないよう保護する,LED電球は「電球」、割れたものは公式案内を確認,S-M076-04,https://www.city.bizen.okayama.jp/uploaded/attachment/18508.pdf,品目別分別一覧「電球」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-01,M076,I033,TB-M076-01-10,中身を使い切った使い捨てライター,火気のない場所でガスを使い切る,ガスを抜けない場合は自治体窓口へ相談,S-M076-04,https://www.city.bizen.okayama.jp/uploaded/attachment/18508.pdf,品目別分別一覧「ライター（使い捨て）」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-02,M076,I001,TB-M076-02-01,PETマークのある飲料用ペットボトル本体,キャップとラベルを外し、中をすすぐ,汚れが落ちないもの・対象外容器は公式案内を確認,S-M076-03,https://www.city.bizen.okayama.jp/uploaded/attachment/28814.pdf,2頁 旧分別の拠点回収（ペットボトル）欄,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-02,M076,I004,TB-M076-02-02,中身を使い切った飲料・食品用アルミ缶,中をすすぐ,スチール缶・大きな缶は別区分を確認,S-M076-03,https://www.city.bizen.okayama.jp/uploaded/attachment/28814.pdf,2頁 旧分別の金属類欄,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-02,M076,I006,TB-M076-02-03,無色透明の飲料・食品用ガラスびん,ふたを外し、中をすすぐ,割れたびん・耐熱ガラス・他色びんは別区分,S-M076-03,https://www.city.bizen.okayama.jp/uploaded/attachment/28814.pdf,2頁 旧分別のびん欄,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-02,M076,I007,TB-M076-02-04,汚れを落とせる白色食品トレー,中身を除き、すすいで乾かす,汚れが落ちないもの・回収BOX対象外は別区分,S-M076-03,https://www.city.bizen.okayama.jp/uploaded/attachment/28814.pdf,2頁 旧分別のもえるごみ欄,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-02,M076,I013,TB-M076-02-05,乾いた新聞と折込チラシ,紙ひも等でまとめる,濡れたもの・汚れたものは別区分,S-M076-03,https://www.city.bizen.okayama.jp/uploaded/attachment/28814.pdf,2頁 旧分別の紙類欄,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-02,M076,I014,TB-M076-02-05,乾いた段ボール,折りたたみ、紙ひも等でまとめる,汚れたもの・特殊加工品は別区分,S-M076-03,https://www.city.bizen.okayama.jp/uploaded/attachment/28814.pdf,2頁 旧分別の紙類欄,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-02,M076,I017,TB-M076-02-06,洗って開ける飲料用紙パック,洗浄し、切り開いて乾かす,アルミ付き・小型等は自治体条件を確認,S-M076-04,https://www.city.bizen.okayama.jp/uploaded/attachment/18508.pdf,品目別分別一覧「紙パック」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-02,M076,I029,TB-M076-02-06,家庭用モバイルバッテリー,端子を絶縁する,破損・膨張品は通常BOXへ入れず公式窓口へ相談,S-M076-05,https://www.city.bizen.okayama.jp/soshiki/12/20071.html,ページ本文「小型充電式電池」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-02,M076,I031,TB-M076-02-07,割れていない一般的な電球,割れないよう保護する,割れたもの・蛍光管・LEDは自治体条件を確認,S-M076-03,https://www.city.bizen.okayama.jp/uploaded/attachment/28814.pdf,2頁 旧分別の取扱注意ごみ欄,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M076-02,M076,I033,TB-M076-02-04,中身を使い切った使い捨てライター,火気のない場所でガスを使い切る,ガスを抜けない場合は自治体窓口へ相談,S-M076-03,https://www.city.bizen.okayama.jp/uploaded/attachment/28814.pdf,2頁 旧分別のもえるごみ欄,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-01,M100,I001,TB-M100-01-01,PETマークのある飲料用ペットボトル本体,キャップとラベルを外し、中をすすぐ,汚れが落ちないもの・対象外容器は公式案内を確認,S-M100-03,https://www.city.fuchu.hiroshima.jp/material/files/group/16/FuchuBunbetsuGaido_50on.pdf,50音順品目別一覧「ペットボトル」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-01,M100,I004,TB-M100-01-02,中身を使い切った飲料・食品用アルミ缶,中をすすぐ,スチール缶・大きな缶は別区分を確認,S-M100-03,https://www.city.fuchu.hiroshima.jp/material/files/group/16/FuchuBunbetsuGaido_50on.pdf,50音順品目別一覧「アルミ缶」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-01,M100,I006,TB-M100-01-02,無色透明の飲料・食品用ガラスびん,ふたを外し、中をすすぐ,割れたびん・耐熱ガラス・他色びんは別区分,S-M100-03,https://www.city.fuchu.hiroshima.jp/material/files/group/16/FuchuBunbetsuGaido_50on.pdf,50音順品目別一覧「ガラスびん」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-01,M100,I007,TB-M100-01-03,汚れを落とせる白色食品トレー,中身を除き、すすいで乾かす,汚れが落ちないもの・回収BOX対象外は別区分,S-M100-03,https://www.city.fuchu.hiroshima.jp/material/files/group/16/FuchuBunbetsuGaido_50on.pdf,50音順品目別一覧「白色食品トレー」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-01,M100,I013,TB-M100-01-02,乾いた新聞と折込チラシ,紙ひも等でまとめる,濡れたもの・汚れたものは別区分,S-M100-03,https://www.city.fuchu.hiroshima.jp/material/files/group/16/FuchuBunbetsuGaido_50on.pdf,50音順品目別一覧「新聞」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-01,M100,I014,TB-M100-01-02,乾いた段ボール,折りたたみ、紙ひも等でまとめる,汚れたもの・特殊加工品は別区分,S-M100-03,https://www.city.fuchu.hiroshima.jp/material/files/group/16/FuchuBunbetsuGaido_50on.pdf,50音順品目別一覧「段ボール」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-01,M100,I017,TB-M100-01-02,洗って開ける飲料用紙パック,洗浄し、切り開いて乾かす,アルミ付き・小型等は自治体条件を確認,S-M100-03,https://www.city.fuchu.hiroshima.jp/material/files/group/16/FuchuBunbetsuGaido_50on.pdf,50音順品目別一覧「紙パック」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-01,M100,I029,TB-M100-01-02,家庭用モバイルバッテリー,端子を絶縁する,破損・膨張品は通常BOXへ入れず公式窓口へ相談,S-M100-03,https://www.city.fuchu.hiroshima.jp/material/files/group/16/FuchuBunbetsuGaido_50on.pdf,50音順品目別一覧「モバイルバッテリー」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
LV-M100-01,M100,I031,TB-M100-01-04,割れていない一般的な電球,割れないよう保護する,割れたもの・蛍光管・LEDは自治体条件を確認,S-M100-03,https://www.city.fuchu.hiroshima.jp/material/files/group/16/FuchuBunbetsuGaido_50on.pdf,50音順品目別一覧「電球」,COMPLETE,2026-08-28,OPENAI_CODEX_REGIONAL_LESSON_BATCH_20260828,教材画像の通常状態を採点。正答を変える条件だけ保持
