municipality_id,prefecture,municipality_name,implementation_status,priority_status,priority_basis,company_link_status,readiness_status_snapshot,checked_date,note
M029,鳥取県,鳥取市,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M030,鳥取県,米子市,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M031,鳥取県,倉吉市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M032,鳥取県,境港市,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M033,鳥取県,岩美町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M034,鳥取県,若桜町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M035,鳥取県,智頭町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M036,鳥取県,八頭町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M037,鳥取県,三朝町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M038,鳥取県,湯梨浜町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M039,鳥取県,琴浦町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M040,鳥取県,北栄町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M041,鳥取県,日吉津村,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M042,鳥取県,大山町,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M043,鳥取県,南部町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M044,鳥取県,伯耆町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M045,鳥取県,日南町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M046,鳥取県,日野町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M047,鳥取県,江府町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M048,島根県,松江市,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M049,島根県,浜田市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M050,島根県,出雲市,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M051,島根県,益田市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M052,島根県,大田市,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M053,島根県,安来市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M054,島根県,江津市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M055,島根県,雲南市,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M056,島根県,奥出雲町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M057,島根県,飯南町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M058,島根県,川本町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M059,島根県,美郷町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M060,島根県,邑南町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M061,島根県,津和野町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M062,島根県,吉賀町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M063,島根県,海士町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M064,島根県,西ノ島町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M065,島根県,知夫村,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M066,島根県,隠岐の島町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M067,岡山県,岡山市,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M068,岡山県,倉敷市,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M069,岡山県,津山市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M070,岡山県,玉野市,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M071,岡山県,笠岡市,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M072,岡山県,井原市,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M073,岡山県,総社市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M074,岡山県,高梁市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M075,岡山県,新見市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M076,岡山県,備前市,IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,LESSON_READY_10,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M077,岡山県,瀬戸内市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M078,岡山県,赤磐市,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M079,岡山県,真庭市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M080,岡山県,美作市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M081,岡山県,浅口市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M082,岡山県,和気町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M083,岡山県,早島町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M084,岡山県,里庄町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M085,岡山県,矢掛町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M086,岡山県,新庄村,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M087,岡山県,鏡野町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M088,岡山県,勝央町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M089,岡山県,奈義町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M090,岡山県,西粟倉村,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M091,岡山県,久米南町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M092,岡山県,美咲町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M093,岡山県,吉備中央町,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M094,広島県,広島市,IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,APP_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M095,広島県,呉市,IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,APP_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M096,広島県,竹原市,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M097,広島県,三原市,IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,LESSON_READY_10,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M098,広島県,尾道市,IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,APP_READY,2026-08-31,40品目APP_READY。会社紐付けはrouting metadataのみ。既存単一lesson groupを維持。
M099,広島県,福山市,IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,APP_READY,2026-08-31,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M100,広島県,府中市,IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,LESSON_READY_10,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M101,広島県,三次市,NOT_IMPLEMENTED,PRIORITY,USER_CONFIRMED_CHUGOKU_CANDIDATE,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M102,広島県,庄原市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M103,広島県,大竹市,NOT_IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,NOT_LESSON_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M104,広島県,東広島市,IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,APP_READY,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M105,広島県,廿日市市,IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,APP_READY,2026-08-31,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M106,広島県,安芸高田市,IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,LESSON_READY_10,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M107,広島県,江田島市,IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,LESSON_READY_10,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M108,広島県,府中町,IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,LESSON_READY_10,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M109,広島県,海田町,IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,LESSON_READY_10,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M110,広島県,熊野町,IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,LESSON_READY_10,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
M111,広島県,坂町,IMPLEMENTED,STANDARD,NOT_IN_CURRENT_PRIORITY_SET,PENDING_COMPANY_LINK,LESSON_READY_10,2026-08-28,企業紐付け一次ソースはreadinessに使用しない。repository内で未登録のため推測しない
